1000,2,1,1.5K
1000,1,1,1.5K
1000,1,1,1.5K
1000,1,1,1.5K
1000,1,1,1.5K
1000,2,1,1.5K
1000,3,1,1.5K
1000,2,1,1.5K
1056,2,1,1.5K
1100,2,1,1.5K
1100,3,1,1.5K
1200,1,1,1.5K
1200,1,1,1.5K
1250,2,1,1.5K
1450,2,2,1.5K
1713,3,0,1.5K
1800,1,1,1.5K
300,0,1,1.5K
300,0,1,1.5K
300,0,1,1.5K
300,0,1,1.5K
300,0,1,1.5K
350,2,1,1.5K
350,0,1,1.5K
400,1,1,1.5K
400,1,1,1.5K
400,2,1,1.5K
400,0,1,1.5K
400,0,1,1.5K
400,0,1,1.5K
400,0,1,1.5K
400,0,1,1.5K
400,0,1,1.5K
404,0,1,1.5K
410,0,1,1.5K
450,1,1,1.5K
470,0,1,1.5K
475,0,1,1.5K
500,0,1,1.5K
500,1,1,1.5K
500,1,1,1.5K
525,0,1,1.5K
525,1,1,1.5K
525,1,1,1.5K
525,1,1,1.5K
529,0,1,1.5K
529,0,1,1.5K
529,0,1,1.5K
529,0,1,1.5K
529,0,1,1.5K
529,0,1,1.5K
529,0,1,1.5K
529,0,1,1.5K
529,0,1,1.5K
529,0,1,1.5K
529,0,1,1.5K
550,2,1,1.5K
600,0,1,1.5K
600,1,1,1.5K
600,1,1,1.5K
600,0,1,1.5K
600,2,1,1.5K
600,1,1,1.5K
600,1,1,1.5K
615,0,1,1.5K
620,1,1,1.5K
630,1,1,1.5K
650,1,1,1.5K
650,1,1,1.5K
650,1,1,1.5K
650,1,1,1.5K
650,1,1,1.5K
680,1,1,1.5K
700,1,1,1.5K
700,1,1,1.5K
700,1,1,1.5K
700,2,1,1.5K
700,1,1,1.5K
700,1,1,1.5K
700,1,1,1.5K
700,1,1,1.5K
700,1,1,1.5K
700,1,1,1.5K
700,0,1,1.5K
700,1,1,1.5K
715,1,1.5,1.5K
725,1,1,1.5K
743,1,1,1.5K
743,1,1,1.5K
750,1,1,1.5K
750,1,1,1.5K
750,2,1,1.5K
750,1,1,1.5K
750,1,1,1.5K
780,1,1,1.5K
780,1,1,1.5K
780,2,1,1.5K
780,2,1,1.5K
800,2,1,1.5K
800,1,0,1.5K
800,1,1,1.5K
800,2,1,1.5K
825,2,1,1.5K
840,1,1,1.5K
850,2,1,1.5K
850,2,1,1.5K
861,1,1,1.5K
875,2,1,1.5K
890,1,1,1.5K
896,1,1,1.5K
900,1,1,1.5K
900,1,1,1.5K
900,1,1,1.5K
900,1,1,1.5K
900,1,1,1.5K
900,1,1,1.5K
900,1,1,1.5K
900,1,1,1.5K
900,1,1,1.5K
900,1,1,1.5K
1200,3,1,1K
400,1,1,1K
410,1,1,1K
410,1,1,1K
410,1,1,1K
410,1,1,1K
425,1,1,1K
477,1,1,1K
480,1,1,1K
741,1,1,1K
75,4,1.5,1K
750,0,1,1K
760,1,1,1K
800,1,1,1K
990,1,1,1K
990,1,1,1K
100,0,1,2.5K
1000,2,1,2.5K
1000,3,1,2.5K
1000,2,1,2.5K
1000,3,1,2.5K
1000,2,1,2.5K
1000,3,2,2.5K
1000,2,1,2.5K
1000,3,0,2.5K
1000,3,1,2.5K
1000,3,1,2.5K
1000,2,1,2.5K
1000,3,1.5,2.5K
1000,2,1,2.5K
1050,2,1.5,2.5K
1050,3,1,2.5K
1050,3,2,2.5K
1058,3,1,2.5K
1067,2,2,2.5K
1100,4,1,2.5K
1100,3,1,2.5K
1100,3,1,2.5K
1100,3,2,2.5K
1100,2,2,2.5K
1100,3,1,2.5K
1100,3,1,2.5K
1100,3,1,2.5K
1100,3,1,2.5K
1100,2,1,2.5K
1100,2,1,2.5K
1120,4,2,2.5K
1175,2,2,2.5K
1198,2,2,2.5K
1200,2,1,2.5K
1200,3,2,2.5K
1200,1,1.5,2.5K
1200,3,2,2.5K
1200,3,1,2.5K
1200,3,2,2.5K
1200,2,2,2.5K
1200,3,1,2.5K
1200,3,1.5,2.5K
1200,3,1.5,2.5K
1200,3,1.5,2.5K
1200,3,1.5,2.5K
1200,3,2,2.5K
1200,3,2,2.5K
1250,3,2,2.5K
1270,2,2,2.5K
1300,3,1,2.5K
1300,3,2,2.5K
1350,3,1.5,2.5K
1360,3,1,2.5K
1400,3,1,2.5K
1400,3,2,2.5K
1400,3,2,2.5K
1400,3,2.5,2.5K
1400,3,2,2.5K
1450,3,2,2.5K
1500,1,1,2.5K
1500,3,1,2.5K
1500,3,1,2.5K
1500,3,1,2.5K
1500,3,1,2.5K
1500,3,1,2.5K
1500,3,1,2.5K
1500,3,1,2.5K
1500,3,1,2.5K
1500,3,1,2.5K
1600,3,1.5,2.5K
1650,3,1.5,2.5K
1700,3,1,2.5K
1800,3,2.5,2.5K
1860,3,1.5,2.5K
1900,3,1,2.5K
20,2,1,2.5K
20,0,1,2.5K
20,4,2,2.5K
2100,3,2,2.5K
2295,1,1,2.5K
2300,0,1,2.5K
2400,3,2,2.5K
2700,4,2,2.5K
2700,4,2,2.5K
403,0,1,2.5K
412,0,1,2.5K
450,1,1,2.5K
500,0,1,2.5K
500,0,1,2.5K
550,0,1,2.5K
550,0,1,2.5K
560,1,1,2.5K
560,1,1,2.5K
580,0,1,2.5K
600,1,1,2.5K
600,1,1,2.5K
600,1,1,2.5K
600,1,1,2.5K
600,1,1,2.5K
600,1,1,2.5K
600,1,1,2.5K
600,1,1,2.5K
600,1,1,2.5K
600,1,1,2.5K
600,1,1,2.5K
600,2,1,2.5K
600,2,1,2.5K
600,2,1,2.5K
600,2,1,2.5K
600,2,1,2.5K
600,0,1,2.5K
600,1,1,2.5K
600,1,1,2.5K
610,1,1,2.5K
620,0,1,2.5K
625,1,1,2.5K
650,1,1,2.5K
650,1,1,2.5K
651,1,1,2.5K
700,1,1,2.5K
700,1,1,2.5K
700,1,1,2.5K
700,1,1,2.5K
720,3,1,2.5K
750,2,1,2.5K
750,2,1,2.5K
750,2,1,2.5K
750,2,1.5,2.5K
750,1,1,2.5K
750,2,1.5,2.5K
750,2,1,2.5K
750,2,1,2.5K
750,3,1,2.5K
774,1,1,2.5K
799,1,1,2.5K
800,2,1,2.5K
800,1,1,2.5K
800,1,1,2.5K
800,2,1,2.5K
800,2,1,2.5K
800,2,1,2.5K
800,2,1,2.5K
800,2,1,2.5K
800,2,1,2.5K
800,1,1.5,2.5K
800,1,1,2.5K
800,2,1.5,2.5K
850,1,1,2.5K
850,1,1,2.5K
850,2,1,2.5K
850,2,1,2.5K
850,2,1,2.5K
850,2,1,2.5K
897,3,2,2.5K
900,1,1,2.5K
900,3,1.5,2.5K
900,3,1,2.5K
900,2,1,2.5K
900,2,1,2.5K
900,3,2,2.5K
900,2,1.5,2.5K
943,1,1,2.5K
943,1,1,2.5K
943,1,1,2.5K
943,1,1,2.5K
943,1,1,2.5K
943,1,1,2.5K
943,1,1,2.5K
943,1,1,2.5K
943,1,1,2.5K
950,2,1.5,2.5K
950,2,1.5,2.5K
950,2,1.5,2.5K
950,2,1.5,2.5K
950,2,1.5,2.5K
950,2,1.5,2.5K
950,2,1.5,2.5K
950,3,1,2.5K
950,3,1,2.5K
950,3,1,2.5K
950,3,1,2.5K
950,3,1,2.5K
975,2,1,2.5K
990,2,1.5,2.5K
995,2,2,2.5K
995,2,2,2.5K
1000,2,1,2K
1000,1,1,2K
1000,3,1,2K
1000,2,1,2K
1000,3,1,2K
1000,3,1,2K
1000,2,1,2K
1000,2,1,2K
1000,2,1,2K
1000,3,2,2K
1000,1,1,2K
1050,2,1,2K
1078,2,1,2K
1078,2,1,2K
1078,2,1,2K
1100,3,0,2K
1100,1,1,2K
1100,3,1,2K
1100,3,1,2K
1100,3,2,2K
1100,2,1,2K
1100,2,2,2K
1100,2,2,2K
1100,3,1,2K
1100,3,1,2K
1100,3,1,2K
1100,2,1,2K
1100,3,1,2K
1150,3,2,2K
1200,2,1.5,2K
1200,2,1.5,2K
1290,3,1.5,2K
1300,3,1,2K
1300,3,1,2K
1300,3,2,2K
1300,1,1,2K
1300,2,1.5,2K
1350,2,1,2K
1400,2,1.5,2K
1500,2,1,2K
1500,3,1,2K
1500,2,1.5,2K
1800,3,2,2K
1886,3,1.5,2K
20,1,1,2K
20,1,1,2K
20,1,1,2K
20,1,1,2K
20,0,1,2K
20,1,1,2K
20,0,1,2K
2085,0,1,2K
2300,3,1,2K
2300,3,1,2K
2300,3,1,2K
300,1,1,2K
380,2,1,2K
380,0,1,2K
380,0,1,2K
380,0,1,2K
400,0,1,2K
400,0,1,2K
400,0,1,2K
400,0,1,2K
450,0,1,2K
465,0,1,2K
500,0,1,2K
500,1,1,2K
500,1,1,2K
550,1,1,2K
550,1,1,2K
550,0,1,2K
550,0,1,2K
600,1,1,2K
600,1,1,2K
600,1,1,2K
600,1,1,2K
630,1,1,2K
650,1,1,2K
650,1,1,2K
650,1,1,2K
650,1,1,2K
650,1,0,2K
650,2,1,2K
666,1,1,2K
666,1,1,2K
690,1,1,2K
70,1,1,2K
700,0,1,2K
700,1,1,2K
700,1,1,2K
700,1,1,2K
700,1,1,2K
700,1,1,2K
700,0,1,2K
700,1,1,2K
700,2,1,2K
700,1,1,2K
700,1,1,2K
700,1,1,2K
700,1,1,2K
700,1,1,2K
700,2,2,2K
704,1,1,2K
704,1,1,2K
704,1,1,2K
750,1,1,2K
750,1,1,2K
750,2,1,2K
750,1,1,2K
750,1,1,2K
750,1,1,2K
750,1,0,2K
750,2,1,2K
750,2,1,2K
750,1,1,2K
750,1,1,2K
750,1,1,2K
750,1,1,2K
768,2,1,2K
770,1,1,2K
770,1,1,2K
775,1,1,2K
800,1,1,2K
800,2,1,2K
800,2,1,2K
800,1,1,2K
800,2,1,2K
800,1,1,2K
800,1,1,2K
800,2,1,2K
800,1,1,2K
800,1,1,2K
825,1,1,2K
825,1,1,2K
850,2,1,2K
850,2,1,2K
850,2,2,2K
865,2,1,2K
875,2,1,2K
900,2,1,2K
900,2,1,2K
900,1,1,2K
900,1,1,2K
900,3,1,2K
900,2,1,2K
900,2,1,2K
900,2,1,2K
900,2,1,2K
900,1,1,2K
900,1,1,2K
900,2,1,2K
943,2,1,2K
950,1,1,2K
950,2,1,2K
950,2,1,2K
980,2,1,2K
980,1,1,2K
990,4,1,2K
1000,4,1,3.5K
1000,3,1.5,3.5K
1000,2,1,3.5K
1000,2,1,3.5K
1000,2,1,3.5K
1000,1,0,3.5K
1050,3,1,3.5K
1150,3,2,3.5K
1200,3,2,3.5K
1300,3,2,3.5K
1300,3,2,3.5K
1500,3,2,3.5K
1530,3,2.5,3.5K
1600,3,1,3.5K
1750,4,2,3.5K
20,4,1.5,3.5K
2000,4,2,3.5K
2253,3,3.5,3.5K
495,1,1,3.5K
561,1,1,3.5K
575,1,1,3.5K
613,0,1,3.5K
650,1,1,3.5K
700,1,1,3.5K
700,1,1,3.5K
700,1,1,3.5K
700,1,1,3.5K
700,1,1,3.5K
712,1,1,3.5K
720,1,1,3.5K
720,1,1,3.5K
720,1,1,3.5K
720,1,1,3.5K
720,3,1,3.5K
730,2,1,3.5K
730,2,1,3.5K
730,2,1,3.5K
730,1,1,3.5K
750,4,1,3.5K
750,3,1,3.5K
750,3,1,3.5K
750,3,1,3.5K
755,1,1,3.5K
760,1,1,3.5K
780,2,1,3.5K
786,2,1,3.5K
800,1,1,3.5K
800,1,1,3.5K
800,0,1,3.5K
800,2,1,3.5K
825,1,1,3.5K
825,1,1,3.5K
825,1,1,3.5K
825,1,1,3.5K
900,3,2,3.5K
900,3,2,3.5K
900,3,2,3.5K
915,0,1,3.5K
950,2,1.5,3.5K
950,1,1,3.5K
962,1,1,3.5K
962,1,1,3.5K
1000,3,1,3K
1000,3,1,3K
1000,2,1,3K
1000,3,2,3K
1000,3,1.5,3K
1000,2,1,3K
1000,2,1,3K
1000,2,1,3K
1000,2,1,3K
1000,2,1,3K
1000,2,2,3K
1077,2,2,3K
1100,2,1,3K
1100,3,1,3K
1100,3,1,3K
1127,2,2,3K
1145,2,2,3K
1200,3,1,3K
1200,2,2,3K
1200,2,2,3K
1200,2,1,3K
1200,5,2,3K
1275,3,1,3K
1280,3,1.5,3K
1300,3,2,3K
1300,3,2,3K
1300,3,2,3K
1340,4,2,3K
1427,2,2,3K
1450,2,2.5,3K
1521,3,2.5,3K
20,2,1,3K
20,1,1,3K
20,4,1,3K
20,4,1,3K
20,2,1,3K
2900,3,1,3K
385,0,1,3K
445,0,1,3K
500,0,1,3K
500,0,1,3K
500,0,1,3K
529,0,1,3K
529,0,1,3K
529,0,1,3K
529,0,1,3K
529,0,1,3K
529,0,1,3K
534,1,1,3K
550,0,1,3K
550,0,1,3K
575,1,1,3K
597,2,1,3K
600,1,1,3K
600,1,1,3K
605,1,1,3K
640,1,1,3K
650,1,1,3K
650,0,1,3K
660,1,1,3K
664,1,1,3K
670,2,1,3K
675,1,1,3K
675,1,1,3K
675,1,1,3K
685,1,1,3K
685,1,1,3K
688,1,1,3K
700,1,1,3K
700,1,1,3K
700,2,1,3K
700,0,1,3K
700,2,1,3K
700,1,1,3K
710,1,1,3K
720,1,1,3K
750,2,1,3K
750,1,1,3K
750,1,1,3K
750,2,1,3K
750,1,1,3K
800,2,1,3K
800,2,1,3K
800,3,0,3K
800,2,1,3K
800,2,1,3K
800,1,1,3K
800,2,1,3K
835,2,1,3K
850,1,1,3K
850,1,1,3K
850,1,1,3K
850,1,1,3K
850,1,1,3K
850,1,1,3K
875,2,1,3K
900,2,1,3K
900,2,1,3K
900,2,1,3K
900,2,1,3K
900,3,1,3K
955,4,2,3K
1000,2,2,4.5K
1000,2,2,4.5K
1000,2,2,4.5K
1000,2,2,4.5K
1100,2,1,4.5K
1100,2,1,4.5K
1120,2,2,4.5K
1200,3,2,4.5K
1500,3,2,4.5K
1500,2,1,4.5K
20,2,1,4.5K
2000,3,2,4.5K
2563,3,3.5,4.5K
3200,4,2.5,4.5K
700,1,1,4.5K
700,2,1,4.5K
720,1,1,4.5K
800,1,1,4.5K
800,1,1,4.5K
900,3,1,4.5K
967,2,1,4.5K
993,2,0,4.5K
1000,3,2,4K
1000,2,2,4K
1000,1,1,4K
1000,3,1,4K
1000,2,0,4K
1000,3,2,4K
1350,4,2.5,4K
1450,4,2.5,4K
1500,3,2,4K
20,1,1,4K
20,2,1,4K
2450,4,2,4K
597,0,1,4K
617,1,1,4K
624,1,1,4K
700,2,1,4K
710,1,1,4K
728,1,1,4K
738,1,1,4K
750,1,1,4K
800,1,1,4K
822,2,1,4K
822,2,1,4K
850,2,1,4K
850,2,1,4K
900,1,1,4K
900,1,1,4K
900,2,1,4K
980,3,1,4K
1000,3,2,5.5K
1200,4,2,5.5K
1500,2,1,5.5K
1600,5,3,5.5K
1750,3,2,5.5K
1800,2,2.5,5.5K
1800,2,2,5.5K
794,1,1,5.5K
850,3,2,5.5K
900,2,1,5.5K
990,1,1.5,5.5K
1000,2,2,5K
1000,2,2,5K
1000,2,2,5K
1100,1,1,5K
1100,4,2,5K
1100,4,2,5K
1100,4,2,5K
1200,3,2,5K
1200,3,2,5K
1200,3,2,5K
1300,3,2,5K
1600,4,2,5K
990,3,1,5K
1000,2,2,6.5K
1050,4,2,6.5K
1100,2,2,6.5K
968,2,2,6.5K
1100,3,2,6K
1500,4,2,6K
1525,4,0,6K